CHAOS-6-x9_core Gauss coefficients for 2019.7002
 18  3          0.193288.6         -0.062634.6
 18  4         -0.047066.6          0.063494.6
 18  5          0.083804.6         -0.070483.6
 18  6          0.183819.6          0.090640.6
 18  7         -0.031179.6         -0.214062.6
 18  8          0.034282.6         -0.117526.6
 18  9         -0.051538.6         -0.136927.6
 18 10          0.120287.6          0.167130.6
 18 11         -0.006528.6          0.110747.6
 18 12         -0.049767.6         -0.127268.6
 18 13         -0.018281.6         -0.057058.6
 18 14          0.000782.6          0.135420.6
 18 15          0.014107.6         -0.038709.6
 18 16         -0.006468.6          0.041819.6
 18 17          0.104091.6         -0.059318.6
 18 18         -0.021259.6          0.124572.6
 19  0         -0.034055.6          0.000000.6
 19  1          0.407701.6          0.117857.6
 19  2         -0.110840.6         -0.003567.6
 19  3          0.080969.6         -0.013280.6
 19  4          0.062451.6          0.105693.6
 19  5          0.073758.6         -0.342249.6
 19  6          0.007836.6         -0.011623.6
 19  7          0.122799.6         -0.170289.6
 19  8         -0.009090.6         -0.023090.6
 19  9          0.097818.6         -0.044273.6
 19 10         -0.070856.6          0.081667.6
 19 11          0.033992.6          0.174312.6
 19 12         -0.094454.6          0.015189.6
 19 13         -0.021482.6          0.070354.6
 19 14          0.096574.6         -0.126504.6
 19 15          0.145119.6          0.104686.6
 19 16          0.054740.6         -0.031742.6
 19 17         -0.019266.6          0.000923.6
 19 18          0.056338.6         -0.093856.6
 19 19         -0.056665.6         -0.012606.6
 20  0         -0.042311.6          0.000000.6
 20  1          0.225577.6          0.026513.6
 20  2         -0.122195.6          0.197183.6
 20  3          0.191467.6          0.101789.6
 20  4         -0.176525.6         -0.354511.6
 20  5          0.302089.6          0.043362.6
 20  6          0.222636.6          0.093966.6
 20  7         -0.088500.6          0.132500.6
 20  8         -0.020314.6         -0.172880.6
 20  9          0.053424.6         -0.170386.6
 20 10          0.059445.6         -0.055073.6
 20 11         -0.161822.6          0.023448.6
 20 12         -0.022157.6          0.007184.6
 20 13         -0.085610.6          0.033547.6
 20 14          0.060403.6         -0.147017.6
 20 15         -0.010091.6          0.027310.6
 20 16          0.010801.6          0.074581.6
 20 17         -0.013992.6          0.043862.6
 20 18         -0.147813.6          0.158247.6
 20 19          0.050086.6          0.010865.6
 20 20         -0.000656.6         -0.085025.6
