,g/h,l,m,res_lon[deg],dg[nT],g[nT],areaN[km^2],areaS[km^2],G_areaN_dg[km^2/nT],G_areaS_dg[km^2/nT],G_N_plus_dg[km^2/nT],G_N_minus_dg[km^2/nT],G_S_plus_dg[km^2/nT],G_S_minus_dg[km^2/nT]
0,g,1,0,0.5,-55.52736709,-29460.32737,8300944.757,8725038.598,-1.339604062,-29.10270924,-221.0877428,-219.7481507,-570.4600163,-541.3578574
1,g,1,0,0.5,55.52736709,-29349.27263,8300944.757,8725038.598,-1.337349635,-29.38415987,220.5483261,221.8856644,543.2926467,572.6761894
2,g,1,1,0.5,-55.52736709,-1506.427367,8300944.757,8725038.598,-26.73754353,225.5951554,-2132.335758,-2105.598162,-2091.740928,-2317.33579
3,g,1,1,0.5,55.52736709,-1395.372633,8300944.757,8725038.598,-26.5893567,226.8236018,2105.579838,2132.169209,2322.106516,2095.283067
4,h,1,1,0.5,-55.52736709,4596.972633,8300944.757,8725038.598,37.9123803,-80.17330045,-1886.31604,-1924.228391,-2138.460661,-2058.288364
5,h,1,1,0.5,55.52736709,4708.027367,8300944.757,8725038.598,37.79936479,-80.0499429,1923.774582,1885.975111,2055.712084,2135.762787
6,g,2,0,0.5,-74.67549554,-2574.275496,8300944.757,8725038.598,353.9300002,-395.6704977,-742.8925441,-1096.822544,-1035.183325,-639.5128232
7,g,2,0,0.5,74.67549554,-2424.924504,8300944.757,8725038.598,355.6362239,-393.3643767,1103.264537,747.628313,636.2480732,1029.612451
8,g,2,1,0.5,-74.67549554,2907.324504,8300944.757,8725038.598,1.329653649,-173.3650408,-1106.722924,-1108.052567,-1194.313614,-1020.948943
9,g,2,1,0.5,74.67549554,3056.675496,8300944.757,8725038.598,0.096541477,-174.9600046,1107.730908,1107.63437,1019.265719,1194.225868
10,h,2,1,0.5,-74.67549554,-3066.275496,8300944.757,8725038.598,-51.37500278,180.5201011,-910.5910707,-859.2160676,-932.3140074,-1112.833908
11,h,2,1,0.5,74.67549554,-2916.924504,8300944.757,8725038.598,-52.23488923,179.5438011,858.5455774,910.780479,1113.898096,934.3544177
12,g,2,2,0.5,-74.67549554,1602.324504,8300944.757,8725038.598,-31.10420924,60.72828819,-776.5528406,-745.4487162,-778.6598749,-839.3880665
13,g,2,2,0.5,74.67549554,1751.675496,8300944.757,8725038.598,-31.49482853,60.715414,744.9358672,776.4305901,839.9741477,779.2586833
14,h,2,2,0.5,-74.67549554,-809.2754955,8300944.757,8725038.598,-0.932324753,21.90017669,-770.4111324,-769.4788308,-800.927776,-822.8277766
15,h,2,2,0.5,74.67549554,-659.9245045,8300944.757,8725038.598,-1.324983248,21.68878636,769.2559207,770.5808987,822.8454709,801.1566581
16,g,3,0,0.5,-100.4266891,1262.773311,8300944.757,8725038.598,354.9415904,400.3864881,-883.8657097,-1238.807301,-691.8787205,-1092.265203
17,g,3,0,0.5,100.4266891,1463.626689,8300944.757,8725038.598,355.8293984,403.2771837,1247.594515,891.7651193,1099.228099,695.9509173
18,g,3,1,0.5,-100.4266891,-2481.626689,8300944.757,8725038.598,15.4481145,130.6412092,-578.7527143,-594.2008229,-556.0867339,-686.7276711
19,g,3,1,0.5,100.4266891,-2280.773311,8300944.757,8725038.598,15.27434872,128.8323738,594.3474194,579.0730834,684.2703611,555.4379845
20,h,3,1,0.5,-100.4266891,-182.5266891,8300944.757,8725038.598,-85.03224428,-228.3560815,-428.0928698,-343.0605085,-757.3571409,-529.0012744
21,h,3,1,0.5,100.4266891,18.32668914,8300944.757,8725038.598,-84.15479794,-228.5686568,344.9035145,429.0583367,528.8606637,757.4298162
22,g,3,2,0.5,-100.4266891,1135.773311,8300944.757,8725038.598,-49.45191449,-71.63747605,-700.4233467,-650.9713987,-732.2328291,-660.5952015
23,g,3,2,0.5,100.4266891,1336.626689,8300944.757,8725038.598,-50.72962311,-72.39418712,649.8825123,700.6120378,659.5525184,731.946867
24,h,3,2,0.5,-100.4266891,141.4733109,8300944.757,8725038.598,-0.488626655,-25.23454902,-690.2683433,-689.7796735,-717.9959029,-692.7617116
25,h,3,2,0.5,100.4266891,342.3266891,8300944.757,8725038.598,-1.870824451,-26.47546167,689.0372808,690.9080826,692.4567586,718.9324463
26,g,3,3,0.5,-100.4266891,425.2733109,8300944.757,8725038.598,-0.086839604,3.147536897,-286.1947846,-286.1079643,-309.1487153,-312.2962006
27,g,3,3,0.5,100.4266891,626.1266891,8300944.757,8725038.598,-0.261611112,3.009220607,286.0126971,286.2743007,312.2375504,309.2280001
28,h,3,3,0.5,-100.4266891,-643.8266891,8300944.757,8725038.598,5.940984583,10.85382125,-282.555648,-288.4966232,-304.9886312,-315.8423035
29,h,3,3,0.5,100.4266891,-442.9733109,8300944.757,8725038.598,5.768763429,10.72670237,288.4704471,282.7017134,315.8456925,305.1190743
30,g,4,0,0.5,-135.0579573,767.9420427,8300944.757,8725038.598,261.2468152,-313.8550725,-936.3673123,-1197.614129,-975.7896447,-661.9345722
31,g,4,0,0.5,135.0579573,1038.057957,8300944.757,8725038.598,258.775861,-310.8905733,1204.951188,946.1753269,658.3689888,969.2595622
32,g,4,1,0.5,-135.0579573,674.4420427,8300944.757,8725038.598,20.49870304,-79.02565439,-250.9401945,-271.4389953,-556.0933907,-477.0668754
33,g,4,1,0.5,135.0579573,944.5579573,8300944.757,8725038.598,23.45225322,-79.91044162,272.7271671,249.2748345,479.2595006,559.1701652
34,h,4,1,0.5,-135.0579573,146.8420427,8300944.757,8725038.598,-78.23696518,223.9621729,-397.985802,-319.7488369,-584.9977607,-808.9593608
35,h,4,1,0.5,135.0579573,416.9579573,8300944.757,8725038.598,-74.8121978,223.7770216,320.8493679,395.6615657,809.9082567,586.1315093
36,g,4,2,0.5,-135.0579573,-48.75795735,8300944.757,8725038.598,-68.48937584,79.29555232,-615.5004425,-547.0109122,-521.5125448,-600.8069357
37,g,4,2,0.5,135.0579573,221.3579573,8300944.757,8725038.598,-70.48645588,78.20984188,546.0204892,616.5072183,600.2464859,522.0362816
38,h,4,2,0.5,-135.0579573,-293.4579573,8300944.757,8725038.598,1.44169084,12.2933344,-595.9597173,-597.4014327,-573.452384,-585.7454909
39,h,4,2,0.5,135.0579573,-23.34204265,8300944.757,8725038.598,-0.86506857,10.16929533,596.2121066,597.0772408,582.5836744,572.4147069
40,g,4,3,0.5,-135.0579573,-444.4579573,8300944.757,8725038.598,0.116661554,-6.900469509,-365.5231923,-365.639859,-388.8737917,-381.973646
41,g,4,3,0.5,135.0579573,-174.3420427,8300944.757,8725038.598,-0.768975746,-7.729647283,365.1724084,365.9414373,381.3569475,389.0862214
42,h,4,3,0.5,-135.0579573,64.64204265,8300944.757,8725038.598,13.80841295,-19.61269195,-357.4741953,-371.282613,-394.5566879,-374.944027
43,h,4,3,0.5,135.0579573,334.7579573,8300944.757,8725038.598,12.94769547,-20.37661305,371.0178456,358.07005,374.3811317,394.7578715
44,g,4,4,0.5,-135.0579573,-87.05795735,8300944.757,8725038.598,2.089546666,-2.238289409,-109.983585,-112.0731226,-130.5660004,-128.3277494
45,g,4,4,0.5,135.0579573,183.0579573,8300944.757,8725038.598,2.019484898,-2.327574552,112.0532833,110.0337965,128.2739741,130.6014928
46,h,4,4,0.5,-135.0579573,-484.7579573,8300944.757,8725038.598,0.086537307,1.7406317,-111.0349057,-111.1214097,-128.5604687,-130.3011505
47,h,4,4,0.5,135.0579573,-214.6420427,8300944.757,8725038.598,0.016008819,1.650590512,111.0885696,111.0725817,130.2596733,128.6088776
48,g,5,0,0.5,-181.6315165,-415.9315165,8300944.757,8725038.598,115.1373955,189.9273998,-909.6801594,-1024.817556,-549.7017382,-739.629138
49,g,5,0,0.5,181.6315165,-52.66848352,8300944.757,8725038.598,108.1122764,194.3188737,1026.946743,918.8344668,746.9827823,552.6639086
50,g,5,1,0.5,-181.6315165,181.5684835,8300944.757,8725038.598,19.63577292,4.340151073,-193.3024809,-212.9382397,-521.7895696,-526.129817
51,g,5,1,0.5,181.6315165,544.8315165,8300944.757,8725038.598,27.21662772,4.87942099,217.4101767,190.1935574,523.1782245,518.2990498
52,h,5,1,0.5,-181.6315165,-133.9315165,8300944.757,8725038.598,-30.29285512,-153.2191564,-440.6909399,-410.3980762,-806.2767258,-653.0575693
53,h,5,1,0.5,181.6315165,229.3315165,8300944.757,8725038.598,-25.65725463,-155.9472332,408.2271426,433.8843992,650.9404166,806.8876498
54,g,5,2,0.5,-181.6315165,6.168483521,8300944.757,8725038.598,-79.21498189,-69.57932894,-496.7381584,-417.52305,-488.9885424,-419.4098574
55,g,5,2,0.5,181.6315165,369.4315165,8300944.757,8725038.598,-80.65812837,-70.40030856,418.6617325,499.3196921,420.0829823,490.4827863
56,h,5,2,0.5,-181.6315165,26.66848352,8300944.757,8725038.598,3.763349563,33.36367239,-460.7377738,-464.5010341,-478.6835743,-512.0474144
57,h,5,2,0.5,181.6315165,389.9315165,8300944.757,8725038.598,2.074264742,31.26113416,463.7968922,461.7225502,515.3125793,484.0511734
58,g,5,3,0.5,-181.6315165,-322.3315165,8300944.757,8725038.598,0.727333262,22.94045006,-413.499138,-414.2265393,-394.9151538,-417.8559607
59,g,5,3,0.5,181.6315165,40.93151648,8300944.757,8725038.598,-1.664825867,21.08505593,412.9948809,414.6597217,418.0938483,397.0087959
60,h,5,3,0.5,-181.6315165,-302.8315165,8300944.757,8725038.598,23.34621586,29.76149964,-401.0944729,-424.4408398,-391.0713398,-420.8330452
61,h,5,3,0.5,181.6315165,60.43151648,8300944.757,8725038.598,21.04093731,28.0501238,423.433155,402.3922571,420.1875598,392.1374247
62,g,5,4,0.5,-181.6315165,-332.8315165,8300944.757,8725038.598,5.573258839,6.659067295,-179.4118767,-184.9851232,-204.7081424,-211.3671589
63,g,5,4,0.5,181.6315165,30.43151648,8300944.757,8725038.598,5.09667772,6.059107413,184.8101127,179.7135025,211.127257,205.0681411
64,h,5,4,0.5,-181.6315165,-149.3315165,8300944.757,8725038.598,0.434951964,-4.924338174,-182.0835365,-182.5184115,-210.5092207,-205.5848519
65,h,5,4,0.5,181.6315165,213.9315165,8300944.757,8725038.598,-0.046762565,-5.529936433,182.288641,182.3354271,205.2077104,210.7378038
66,g,5,5,0.5,-181.6315165,-168.1315165,8300944.757,8725038.598,0.084080444,-0.488403998,-45.27129332,-45.355376,-59.18152278,-58.69307467
